OBJECTID,GEOID20,pct9yEd,pctHSGrad,pctWhtClr,medFamInc,incomeDisp,medHomVal,medGrsRnt,medMthMor,pctHomOwn,pctUnemp,pctPoverty,pct1Parent,pctNoVhcl,pctNoPhone,pctNoPlumb,pctCrowded
4692,5.3066E+11,0.910000026,86.08000183,29.88999939,40556,3.912019968,168000,700,1058,57.52690125,7.363770008,2.638520002,43.11220169,4.569890022,0.806451976,0,2.822580099
4693,5.3066E+11,3.380000114,90.91999817,17.69000053,41681,3.101089954,159100,1292,1241,85.85160065,4.078299999,8.686869621,9.442060471,0.961538017,7.142859936,0.412088007,3.983520031
4694,5.3066E+11,0,96.93000031,13.43999958,81337,,,,1605,63.02249908,0,0,0,6.752409935,6.752409935,0,0
4695,5.3066E+11,0,90.95999908,24.22999954,62206,3.234620094,342200,1087,1875,87.55560303,10.14760017,0,100,0,0,0,0
4696,5.3066E+11,5.5,88.91000366,33.90000153,55100,4.714369774,189200,1022,1160,78.19309998,7.042250156,4.303800106,10.23620033,3.271029949,1.090340018,15.26480007,4.517129898
4697,5.3066E+11,3.099999905,88.26000214,38.15999985,53409,4.130710125,212200,1136,1419,83.89830017,2.851710081,0.547945023,16.27300072,4.872879982,2.754240036,0.635592997,6.144070148
4698,5.3066E+11,0.25,94.05999756,44.88999939,78375,,283800,1555,1542,81.80210114,5.949659824,4.838709831,3.723400116,3.180210114,0,0,2.296819925
4699,5.3066E+11,6.28000021,90.19999695,43.22999954,54236,3.147919893,232000,752,1438,80.95240021,1.483049989,17.15119934,11.67510033,1.656309962,0,0,0
4700,5.3066E+11,2.019999981,97.98000336,48.43999863,37813,2.007790089,202000,,1513,89.51309967,15.98840046,16.84210014,28.88890076,3.745320082,0,0,5.243450165
4701,5.3066E+11,2.619999886,92.27999878,12.93000031,37935,3.941879988,181600,827,1406,53.15790176,14.32429981,0,26.53059959,20.26320076,0,0,0
4702,5.3066E+11,1.120000005,93.55000305,27.5,52426,,153100,744,1071,38.84889984,1.356590033,2.173909903,51.56949997,6.714630127,5.995200157,0,0
4703,5.3066E+11,2.380000114,95.90000153,28.90999985,47550,3.720479965,137500,774,1046,48.72800064,0.647948027,6.25,11.78009987,9.980429649,0,0,4.696670055
4704,5.3066E+11,1.179999948,92.25,40.74000168,43319,3.440419912,238400,964,1790,76.11940002,3.038670063,0,0,15.58870029,0,0,0
4705,5.3066E+11,0.610000014,96.11000061,23.77000046,73301,2.708050013,234100,,1326,86.47450256,10.62269974,0,10.19110012,1.552109957,3.1042099,5.099780083,3.991130114
4706,5.3066E+11,2.809999943,87.83999634,32.63999939,48594,3.473769903,268100,671,1628,77.79889679,3.200000048,1.449280024,20.62260056,5.12334013,0,0,0
4707,5.3066E+11,4.260000229,83.83999634,25.77000046,28864,4.174389839,140000,475,892,51.94810104,18.90550041,0,80.70179749,2.92208004,3.571429968,0,1.948050022
4708,5.3066E+11,0,96.48000336,31.36000061,49493,3.234620094,139500,1016,1175,77.68119812,12.80790043,13.36900043,24.21050072,11.88409996,0,0,0.579710007
4709,5.3066E+11,1.159999967,91.51999664,29.86000061,45481,3.229799986,173600,814,1068,58.92860031,2.203860044,0,37.61470032,16.36899948,4.166669846,4.166669846,0
4710,5.3066E+11,2.25,95.66999817,33.20999908,70972,3.194180012,272700,,1433,92.8302002,1.119400024,7.142859936,19.85289955,0.754716992,3.396229982,0,1.509430051
4711,5.3066E+11,0,98.11000061,40.29999924,76563,4.121739864,300200,,1538,98.89710236,0,6.58784008,0,0.857842982,0,0,0
4712,5.3066E+11,1.580000043,98.41999817,29.05999947,64153,,218000,728,1575,80.23600006,3.2786901,3.557310104,24.10709953,7.964600086,0,0,3.834810019
4713,5.3066E+11,0,92.30999756,20.87000084,62054,3.276030064,237500,825,1505,89.21160126,1.287549973,5.32543993,4,0.829876006,3.734440088,0.829876006,5.809130192
4714,5.3066E+11,2.529999971,90.66999817,45.95999908,43542,2.969980001,213400,589,1310,68.57749939,2.397259951,8.214289665,30.70870018,6.581739902,0,2.335459948,3.609339952
4715,5.3066E+11,5.579999924,81.90000153,16.03000069,56853,3.64966011,146600,641,1304,81.30840302,12.27680016,12.70720005,0,3.177570105,2.056070089,5.420559883,13.83180046
4716,5.3066E+11,1.450000048,92.08000183,33.22000122,62809,4.080649853,239500,1018,1174,83.87799835,1.006710052,0,21.12680054,2.614379883,0.653594971,1.525050044,3.921570063
4717,5.3066E+11,3.150000095,91.40000153,51.84999847,46354,3.278300047,190300,726,1559,84.28839874,10.87380028,21.20420074,6.840390205,0.554529011,0,0,10.90569973
4718,5.3066E+11,1.860000014,90.19000244,14.28999996,79274,,295600,,1729,84.51609802,20.1086998,0,8.219180107,0,0,0,0
4719,5.3066E+11,0,93.22000122,25.10000038,63889,3.475790024,350700,739,1717,79.8030014,1.498129964,6.470590115,0,7.881770134,0,0,1.724140048
4720,5.3066E+11,0,96.44999695,40.36999893,64844,4.915329933,415900,,2044,98.77300262,0,4.14508009,0,1.226989985,0,1.226989985,0
4721,5.3066E+11,0,94.62000275,13.96000004,75156,2.659260035,331300,950,1777,84.95300293,0,0,0,1.880879998,0,0,3.761759996
4722,5.3066E+11,1.909999967,94.58000183,44.43999863,64038,,258100,,1701,94.04759979,2.43362999,0,3.608249903,0,0,0,0
4723,5.3066E+11,5.96999979,85.23999786,4.659999847,42821,4.034629822,215300,,837,57.06520081,0,0,0,0,21.19569969,13.31519985,0
4724,5.3066E+11,0.550000012,96.23000336,29.87000084,66081,3.310120106,258100,426,1488,92.18900299,9.982009888,3.930130005,27.61630058,0,0,0,4.532299995
4725,5.3066E+11,1.039999962,97.91000366,46.31999969,104129,,342300,,1733,100,1.338029981,0,24.29910088,1.791360021,0,0,0
4726,5.3066E+11,1.649999976,97.01999664,27.45999908,80165,3.161720037,290200,,1427,97.25039673,0,2.716470003,0,2.460200071,0,0,0
4727,5.3067E+11,2.430000067,92.69999695,45.93999863,27768,4.773509979,,1077,,0,13.45569992,18.91889954,,20.31559944,0,0,3.944770098
4728,5.3067E+11,1.149999976,98.84999847,49.68999863,45532,5.298319817,309100,1035,1669,9.3167696,4.258440018,0,72.09300232,7.298140049,1.397519946,0,0
4729,5.3067E+11,0,100,66.87000275,86800,4.451019764,508700,1018,2547,46.33330154,7.3239398,0,17.96879959,9,0,0,2.666670084
4730,5.3067E+11,0,100,78.08000183,128237,,433500,1178,3102,71.29190063,0,0,41.02560043,5.502389908,0,0,0
4731,5.3067E+11,0.769999981,99.23000336,57.81999969,120644,2.952250004,371500,,2083,98.16929626,0,0,39.81480026,0,2.173909903,0,0
4732,5.3067E+11,3.220000029,93.63999939,50.59000015,83477,,336300,1711,1954,63.54169846,1.58228004,0,50.22829819,0,0,0,0
4733,5.3067E+11,2.099999905,95.19999695,44.84999847,47286,3.340569973,311000,1417,1180,80.98590088,9.43612957,3.234499931,16.47730064,1.995309949,4.107979774,0,2.112679958
4734,5.3067E+11,0,97.04000092,66.75,64722,,277700,1118,1717,83.54840088,0,0,46.66669846,0,0,0,0
4735,5.3067E+11,0,98.56999969,53.15000153,85104,2.659260035,296700,1295,1670,66.12110138,2.096179962,0,52.68289948,17.18490028,0,0,0
4736,5.3067E+11,0.219999999,98.87999725,50,65408,4.528210163,404400,1171,1707,38.04259872,7.147910118,0,50.99010086,4.680850029,0,0,0
4737,5.3067E+11,9.800000191,76.80000305,28.96999931,,5.033360004,,826,,6.666669846,0,0,41.48609924,35.86209869,17.7010994,11.26439953,0
4738,5.3067E+11,0,98.48000336,74.33999634,123636,,422800,2113,1860,80.63189697,10.68840027,0,2.205879927,0,0,0,0
4739,5.3067E+11,0,98.76999664,63.63999939,126250,4.74492979,366200,2098,2198,85.75579834,3.095240116,10.69769955,38.12950134,0,0.58139497,0,0
4740,5.3067E+11,3.5,96.5,48.59000015,53214,5.276340008,327200,1337,1434,50.58480072,12.15880013,10.76920033,38.63639832,4.970759869,0,0,0
4741,5.3067E+11,2.00999999,92.23999786,35.02999878,41397,3.825789928,24700,1351,,16.21780014,2.294460058,2.591279984,73.67520142,9.455590248,0.630371988,1.547279954,2.865329981
4742,5.3067E+11,0,94.43000031,43.34999847,48227,3.435940027,325700,1225,1892,33.76779938,1.104419947,7.008090019,47.58060074,12.32229996,0,0,0
4743,5.3067E+11,1.350000024,96.62999725,25.82999992,31122,4.559010029,,1537,,4.103970051,1.516919971,0,100,11.76469994,3.283169985,0,0
4744,5.3067E+11,4.260000229,94.41999817,47.16999817,,,387900,1463,1700,69.23079681,0,12.59259987,0,0,0,9.615389824,0
4745,5.3067E+11,3.309999943,90.58000183,43.99000168,44525,4.238110065,305600,1122,,25.22940063,11.34020042,0,100,19.57189941,2.140670061,0,6.116209984
4746,5.3067E+11,11.01000023,88.98999786,40.49000168,97578,,355700,,2086,85.87359619,0,0,43.88489914,0,0,0,4.089220047
4747,5.3067E+11,5.940000057,88.40000153,68.59999847,88594,4.433320045,359700,2164,2062,89.71289825,2.824860096,5.095540047,66.92310333,3.349280119,0,0,0
4748,5.3067E+11,6.639999866,93.36000061,36.93999863,51154,3.752690077,,1281,,4.012350082,8.196720123,12.31229973,38.75279999,11.4197998,0,0,0
4749,5.3067E+11,0,98.33000183,45.27000046,78538,,315400,,1825,80.71070099,13.6239996,0,0,9.644669533,0,0,0
4750,5.3067E+11,0,100,70.81999969,79464,2.581969976,335700,1520,1765,47.14289856,3.271029949,0,27.7227993,6.285709858,0,0,0
4751,5.3067E+11,0,96.83000183,27.95000076,59119,,286500,1661,1830,41.26679993,10.97369957,0,26.89870071,0,0,0,7.869480133
4752,5.3067E+11,0,100,68.33999634,107768,,398200,2050,2094,66.75530243,2.365420103,2.463049889,17.4836998,0,0,0,0
4753,5.3067E+11,0,100,50.83000183,105793,,361700,1736,1913,77.57849884,2.439019918,0,5.960259914,0,0,0,0
4754,5.3067E+11,9.770000458,90.23000336,48.66999817,131129,5.616769791,411500,,2468,93.62930298,5.586589813,0,6.567800045,0,0,0,1.930500031
4755,5.3067E+11,0,83.25,29.87999916,35722,3.318959951,272700,1016,,5.063290119,12.21560001,0,86.28050232,15.98099995,0,0,4.430379868
4756,5.3067E+11,7.559999943,84.08000183,44.5,54635,,234600,1173,1859,23.9836998,7.866869926,0,58.33330154,0,2.032520056,0,0
4757,5.3067E+11,0,100,38.29000092,94250,,394300,2088,2225,79.78530121,3,2.156860113,49.51919937,1.967800021,0,0,0
4758,5.3067E+11,0,100,65.90000153,89432,4.180290222,443600,1178,1890,45.86289978,2.086960077,5.592110157,0,3.07329011,0,0,0
4759,5.3067E+11,0,100,61.22000122,101202,,305600,1099,1703,83.78379822,2.59939003,0,37.98699951,0,0,0,0
4760,5.3067E+11,0.319999993,95.44999695,32.20999908,51250,3.385930061,206700,1098,1693,56.58679962,0,4.797049999,34.21049881,10.77840042,0,0,0
4761,5.3067E+11,0.699999988,96.37999725,62.36000061,115690,0.906340003,413300,1709,1992,73.2492981,2.528739929,0,17.34690094,1.540619969,1.190479994,1.540619969,0
4762,5.3067E+11,4.210000038,89.73999786,31.04000092,50370,4.469039917,296100,1234,1651,25.77569962,0,0,75,16.70639992,7.159900188,0,2.863960028
4763,5.3067E+11,5.329999924,93.55000305,44.27000046,64167,,279800,1410,1869,56.59629822,8.699469566,0,25.9375,10.94989967,0,0,0.659631014
4764,5.3067E+11,0,94.23000336,31.85000038,56186,3.191479921,,1390,,3.713890076,7.630519867,0,58.60210037,14.58049965,0,5.226960182,1.513069987
4765,5.3067E+11,0.529999971,96.27999878,32.75999832,53698,3.770370007,139300,1472,1596,40.71929932,22.14769936,0,60.95890045,6.380509853,0,0,0
4766,5.3067E+11,1.080000043,96.58999634,50.88000107,100129,2.420370102,363300,1320,2069,44.74580002,16.21319962,0,17.85709953,5.254240036,0,0,0
4767,5.3067E+11,0.850000024,97.79000092,44.49000168,55648,,306400,1927,1755,82.04789734,2.49458003,0.46082899,42.40280151,10.10639954,0,0,0.265956998
4768,5.3067E+11,2.160000086,94.97000122,67.61000061,106583,,402600,2063,2305,89.9720993,8.882519722,0,26.53059959,4.178269863,0,0,0
4769,5.3067E+11,0,94.77999878,30.68000031,92694,4.059939861,338400,881,1607,88.92579651,2.713490009,1.075270057,14.5454998,8.637869835,0,3.322259903,0
4770,5.3067E+11,0,94.97000122,62.20999908,91042,,324600,1475,1917,85.42510223,4.233870029,0,23.94370079,0,0,0,0
4771,5.3067E+11,11.25,87.98000336,46.18000031,116597,3.305890083,421200,1120,2029,69.44909668,8.177570343,0,14.58329964,9.515859604,2.337229967,0,0
4772,5.3067E+11,0,100,61.04999924,82917,4.295020103,349000,1788,1968,70.2947998,7.776050091,0,48.69110107,5.668930054,0,0,3.854880095
4773,5.3067E+11,0.439999998,97.70999908,54.43999863,99104,5.329090118,366900,1212,2248,79.32749939,4.249780178,0,19.6779995,0,0,0,0
4774,5.3067E+11,0,96.69999695,38.86999893,42870,1.92572999,134900,1342,1219,20.50250053,3.479579926,0,83.49510193,11.15579987,0,0,0
4775,5.3067E+11,14.86999989,84.45999908,16.64999962,46204,4.9416399,,1174,1588,10.25640011,6.046070099,24.02829933,8.275859833,17.8321991,0,0,3.496500015
4776,5.3067E+11,4.239999771,88.44999695,36.75,54479,3.106400013,,1238,1276,43.72090149,14.2258997,0,24.52829933,12.32559967,0,0,0
4777,5.3067E+11,0,99.29000092,81.76000214,42608,2.376689911,275000,1119,1327,61.66130066,9.574469566,0,100,4.472839832,0,0,0
4778,5.3067E+11,0,98.73000336,43.41999817,46406,,265400,1213,1817,32.5707016,13.39599991,0,60.76549911,2.557199955,3.499330044,0,5.383580208
4779,5.3067E+11,0,97.91000366,39.29000092,42930,3.082299948,300000,1924,,9.92481041,0,7.63888979,0,30.52630043,0,0,1.50375998
4780,5.3067E+11,0,100,37.91999817,46500,3.83197999,157100,1591,1259,61.42860031,22.59740067,0,100,0,0,0,0
4781,5.3067E+11,1.879999995,93.08000183,23.30999947,84453,3.081670046,220400,1413,1452,61.96210098,0,0,32.27090073,4.819280148,0,0,0
4782,5.3067E+11,5.579999924,92.23000336,33.52999878,54792,2.423949957,264700,1116,1516,44.76530075,1.98300004,5.084750175,42.30770111,5.776169777,0,0,0
4783,5.3067E+11,0,98.80999756,23.03000069,80521,,325600,1776,1669,69.34100342,9.285710335,0,33.55260086,1.719200015,0,0,0
4784,5.3067E+11,0,87.98999786,30.54000092,75241,,271200,1676,1394,70.69409943,0,4.382470131,64.48600006,10.53979969,0,2.05656004,0
4785,5.3067E+11,1.539999962,98.05000305,37.61000061,94554,,347600,1712,1803,58.11090088,1.727120042,0,8.670519829,2.669399977,0,0,3.080080032
4786,5.3067E+11,2.460000038,87.58999634,19.76000023,54133,2.90041995,249300,1384,1653,39.66049957,4.352809906,9.259260178,48.63639832,0,0,0,5.401229858
4787,5.3067E+11,2.700000048,92.01000214,31.38999939,106776,,343500,1827,1688,58.86360168,5.517240047,0,0,4.090909958,0,0,0
4788,5.3067E+11,6.980000019,92.12000275,36.09000015,84158,,292500,1750,1712,94.36090088,7.306340218,0,68.28359985,7.894740105,0,0,0
4789,5.3067E+11,0,91.80999756,32.25,86369,4.147059917,365100,1090,1903,48.02510071,6.666669846,1.479290009,63.19150162,2.064630032,0,0,0
4790,5.3067E+11,0,99.91000366,56.70999908,104034,,288600,1872,1661,82.7826004,3.430749893,0,0,0,0,0,0
4791,5.3067E+11,5.599999905,81.54000092,17.82999992,59963,,244000,,1829,76.36360168,6.882589817,7.079649925,0,5.818180084,0,0,0
4792,5.3067E+11,4.289999962,90.26000214,46.70000076,76371,3.567179918,237300,1226,1421,70.90910339,10.09899998,9.763310432,9.065930367,11.36359978,0,0,4.318180084
4793,5.3067E+11,0,99.25,33.25,103314,5.159480095,352800,1355,1949,73.625,14.12250042,0,33.14289856,2.75,0,6.125,0
4794,5.3067E+11,0,95.06999969,45.93999863,86081,,,1449,,15.72410011,6.299210072,0,44.22040176,13.37930012,0,0,18.75860023
4795,5.3067E+11,0.119999997,84.75,31.27000046,51663,3.593569994,311600,,1514,91.15280151,0,15.09430027,0,0,0,0,0
4796,5.3067E+11,0,97.13999939,44.13999939,111250,,353600,1219,1784,85.84909821,5.228759766,0,11.59420013,0,0,0,0
4797,5.3067E+11,0.219999999,91.70999908,31.01000023,94063,4.05862999,288500,1782,1577,64.27590179,3.557689905,3.063060045,48.979599,3.724139929,0,0,2.068969965
4798,5.3067E+11,2.609999895,83.95999908,26.35000038,54250,3.60187006,297800,1491,1665,48.36959839,10.07849979,0.860215008,36.2397995,1.086959958,0,0,8.695650101
4799,5.3067E+11,0,100,67.08000183,89919,5.651140213,283200,,1577,93.15070343,0,4.803490162,12.76599979,0,0,0,0
4800,5.3067E+11,5.869999886,92.22000122,43.18000031,62303,,278600,1562,1701,52.3207016,3.725490093,20.50359917,18.93939972,13.50209999,0,0,0
4801,5.3067E+11,1.110000014,97.65000153,46.86000061,88906,,275300,1774,1714,80.12049866,0,0,27.69729996,4.457829952,0,0,5.301199913
4802,5.3067E+11,0,100,49.77999878,102622,,340500,2019,1983,66.45159912,6.171110153,3.148149967,24.87879944,0,0,0,3.548389912
4803,5.3067E+11,0.870000005,97.79000092,36.38999939,105549,,315900,1545,1842,77.04740143,2.240329981,0,4.397160053,1.724140048,0,0,2.047410011
4804,5.3067E+11,1.210000038,95.75,32.97000122,78625,3.811939955,286900,,1791,92.33039856,5.91836977,0,19.56520081,5.604720116,0,0,0
4805,5.3067E+11,16.30999947,68.62000275,17.79999924,119091,,535700,,2126,80.64520264,17.81909943,0,24.08379936,0,0,0,12.90320015
4806,5.3067E+11,8.100000381,86.91999817,31.51000023,48199,4.722949982,271500,1380,1931,39.58190155,5.524859905,9.610389709,52.51200104,6.271070004,0,0,7.484829903
4807,5.3067E+11,0.360000014,97.58999634,56.09999847,120331,4.230480194,334700,1941,1907,68.28639984,7.885910034,0,17.78199959,0,0,0,0
4808,5.3067E+11,6.980000019,87.91000366,25.54000092,100000,4.935410023,270900,2230,1976,78.32450104,9.011859894,3.780070066,7.838980198,0,0,0,8.111700058
4809,5.3067E+11,0,99.15000153,50.97999954,68549,4.550109863,283700,1287,1641,57.80459976,11.96780014,0,53.94739914,14.80360031,0,0,0
4810,5.3067E+11,0.300000012,99.69999695,48.54999924,72775,,274100,1596,1688,51.96300125,2.978060007,0,31.42250061,14.93459988,0,0,0
4811,5.3067E+11,0,97.80000305,54.15999985,134618,,343500,,2077,78.41139984,0,0,0,0,0,0,0
4812,5.3067E+11,0,98.33000183,21.06999969,87917,,416400,1268,2629,60.56639862,1.644739985,0,30.34189987,0,0,0,0
4813,5.3067E+11,0.639999986,98.22000122,39.22000122,81197,3.506560087,277600,1691,1863,92.91960144,9.018989563,7.654319763,21.28440094,4.216390133,0,0,0
4814,5.3067E+11,0.620000005,96.80000305,59.54000092,93544,2.320930004,474000,1567,2664,90.10420227,3.659509897,1.945530057,13.33329964,9.6875,2.604170084,0,0
4815,5.3067E+11,4.099999905,93.77999878,50.13999939,113897,5.209090233,373800,1655,2143,74.93060303,4.489260197,3.137249947,4.09744978,1.295099974,4.255320072,0.555042028,0
4816,5.3067E+11,0,100,60.66999817,104444,,442400,1611,2405,66.08390045,6.762030125,2.941179991,43.85960007,0,0,0,0
4817,5.3067E+11,1.409999967,96.55999756,53.91999817,62000,,326200,1413,2188,32.57759857,8.059980392,3.761059999,46.45389938,1.789980054,0,0,0
4818,5.3067E+11,3.480000019,91.06999969,57.29000092,100466,3.593569994,375000,2257,2030,72.94940186,15.72539997,0,37.52759933,0,0,0,3.664920092
4819,5.3067E+11,0,96.01000214,42.88999939,85923,,366100,1540,1869,91.47979736,11.38119984,0,15.03759956,0,0,0,0
4820,5.3067E+11,3.309999943,93.08000183,40.88999939,101000,,448100,1853,1950,83.78790283,6.25,0,8.2125597,0,0,0,0
4821,5.3067E+11,0,95.23000336,50.25999832,108315,4.374650002,362100,1510,1827,93.2039032,4.586239815,1.130859971,13.86139965,2.357840061,0,0,0
4822,5.3067E+11,1.120000005,96.11000061,42.65999985,130208,3.827470064,345900,1332,2024,81.61669922,0.804504991,1.155120015,59.1548996,4.041719913,1.955669999,3.389830112,0
4823,5.3067E+11,1.309999943,95.41999817,38.33000183,90500,3.36841011,349600,1230,2157,75.89820099,4.458600044,0,0,0,0,0,1.94611001
4824,5.3067E+11,0,87.55999756,33.22999954,86759,4.163340092,377000,,2248,89.54550171,4.085800171,0,25,1.212120056,0,0,0
4825,5.3067E+11,2.579999924,94.08999634,30.59000015,67625,3.480580091,263500,1254,1455,53.5326004,4.393939972,0,32.64599991,0,0,0,1.494570017
4826,5.3067E+11,0.829999983,96.86000061,51.61000061,113333,2.956510067,366800,1375,1913,90.68099976,3.525640011,0,13.56470013,2.150540113,0,0,1.433689952
4827,5.3067E+11,0,100,20.75,43779,,433000,999,2350,49.25930023,0,0,61.58539963,0,0,0,4.444439888
4828,5.3067E+11,0,93.59999847,25.87000084,79754,1.021649957,360000,1684,2003,78.66470337,0,0,20.11170006,0.290275991,0,0.145137995,0
4829,5.3067E+11,0,100,41.43999863,80313,2.269799948,563400,1404,2316,63.13249969,10.55900002,4.123710155,4.6875,3.614459991,0,0,4.337349892
4830,5.3067E+11,0,98.15000153,71.70999908,83047,,363600,1735,1956,86.11630249,20.10680008,0,0,0,0,0,0
4831,5.3067E+11,0,99,67.30999756,94701,,415100,,1989,92.69100189,4.042039871,0,0,1.661129951,0,0,0.332226008
4832,5.3067E+11,0,100,71.91000366,120481,,576000,,2558,97.47570038,2.44698,10.70559978,18.94739914,0,0,0,0
4833,5.3067E+11,0,98.81999969,46.79000092,103716,,510300,1725,2153,84.1339035,4.94148016,0,28.48480034,2.328969955,0,2.037849903,0
4834,5.3067E+11,0.370000005,99.62999725,68.63999939,110000,,720700,,3019,80.38459778,3.083699942,0,0,0,0,0,1.923079967
4835,5.3067E+11,0.769999981,99.23000336,35.79999924,111130,4.227880001,448700,1219,2699,61.37179947,4.318689823,0,18.63120079,1.805050015,0,0,0
4836,5.3067E+11,4.809999943,94.23000336,70.76000214,103083,,377100,1621,2133,59.9762001,8.263469696,16.09760094,22.35289955,5.581950188,0,0,0.593824029
4837,5.3067E+11,0,97.84999847,48.31000137,116364,,567900,1325,2651,69.59179688,0,0,26.78569984,0,0,0,0
4838,5.3067E+11,0,100,58.43999863,150682,,623900,,2690,98.01589966,8.823530197,0,14.97579956,0,0,0,2.97619009
4839,5.3067E+11,0.879999995,95.98999786,52.36000061,105972,,492700,1795,2519,91.45079803,1.417000055,0,0,0,0,0,0
4840,5.3067E+11,0,90.79000092,42.27999878,66125,,317600,,2379,96.22170258,9.749300003,0,30.82189941,0,4.534009933,0,0
4841,5.3067E+11,0,99.75,68.05000305,121190,4.268700123,641200,,1723,100,2.564100027,0,37.5,0.970874012,0,0,0
4842,5.3067E+11,0,100,58.63999939,108040,4.317490101,394600,,1915,90.89640045,6.361609936,9.073360443,7.255519867,0,0,0.840336025,0
4843,5.3067E+11,1.100000024,93.30999756,54.65000153,106944,4.828310013,443200,,2029,100,4.584529877,8.620690346,30.71430016,0,5.84416008,0,2.59739995
4844,5.3067E+11,2.529999971,96.41999817,47.08000183,108203,4.262229919,471300,1704,2523,87.22550201,3.20923996,11.95119953,29.02099991,0,0,0,3.592809916
4845,5.3067E+11,0,100,58.13000107,131063,3.202349901,632700,1386,2912,89.45829773,4.214560032,2.777780056,9.523810387,0,0,0,0
4846,5.3067E+11,7.289999962,90.70999908,46.72999954,96817,,413900,,2267,96.49770355,4.379559994,4.679800034,15.45250034,5.990779877,2.488480091,1.382490039,0
4847,5.3067E+11,2.569999933,93.15000153,29.20999908,76824,4.247419834,394900,1865,2003,58.84880066,6.183209896,9.236029625,20.4864006,4.725090027,0,0,0
4848,5.3067E+11,2.99000001,84.37999725,60.59000015,53844,4.624400139,314000,1343,1620,36.35490036,2.850059986,3.875969887,17.70829964,20.34720039,8.196720123,0,0
4849,5.3067E+11,0,96.12999725,23.97999954,36801,5.369269848,291400,1042,1885,13.62320042,33.38359833,6.930689812,10.45750046,14.58940029,0,0,3.961349964
4850,5.3067E+11,0.699999988,87.12999725,36.13000107,61657,3.071239948,309000,1253,1868,56.06280136,7.25593996,10.43959999,13.97060013,16.69039917,1.569190025,0,0
4851,5.3067E+11,0,98.65000153,62.36999893,118807,,287600,,1885,97.22219849,0,0,5.797100067,2.339179993,0,0,0
4852,5.3067E+11,0,100,59.52999878,118700,,433100,1928,2228,76.94059753,4.37869978,0,22.29100037,0,0,0,4.908679962
4853,5.3067E+11,0,97.83999634,61.70000076,94229,,502200,1964,2177,95.13549805,0,1.208179951,0,1.111879945,0,0,0
4854,5.3067E+11,0,96.36000061,36.29000092,89063,4.032649994,350200,2231,1949,64.95240021,5.703879833,3.737260103,12.7876997,4.571430206,7.428569794,0,0
4855,5.3067E+11,2.549999952,96.90000153,61.09999847,101964,7.134530067,479700,2170,2547,79.19539642,3.318579912,11.30319977,37.19879913,5.862070084,1.494250059,0,1.494250059
4856,5.3067E+11,2.75999999,87.58999634,29.65999985,81250,4.055119991,214000,-100,1561,80,9.578539848,13.04349995,51.64830017,5.660379887,0.37735799,0,7.169809818
4857,5.3067E+11,0,100,43.70999908,151875,,438600,,2333,96.46019745,10.63829994,0,0,2.654870033,0,0,0
4858,5.3067E+11,0,93.44000244,35.65999985,60588,4.190740108,245500,1158,2038,55.50659943,11.72840023,3.10078001,76.85710144,1.982380033,1.982380033,0,5.066080093
4859,5.3067E+11,2.150000095,88.73000336,27.79999924,92090,3.426520109,296000,1866,1368,46.05699921,7.018760204,0,57.45569992,4.530200005,0,0,4.530200005
4860,5.3067E+11,7.28000021,83.45999908,28.14999962,55337,3.236269951,194600,1469,1536,26.47060013,3.283900023,0,31.53849983,16.02429962,0,0,4.361050129
4861,5.3067E+11,0,91.29000092,50.38999939,86985,3.60454011,363500,1391,1970,88.81690216,0,0,0,0,2.91734004,0,1.296599984
4862,5.3067E+11,1.789999962,92.34999847,36.47000122,67083,1.634760022,348700,1731,2217,45.56520081,9.530790329,2,21.97529984,0,0,0,4.173910141
4863,5.3067E+11,1.899999976,94.79000092,42.79999924,88486,,440700,2130,1959,89.32039642,4.196640015,0,0,5.270460129,0,0,0
4864,5.3067E+11,0.400000006,96.33999634,37.5,86667,4.087230206,256600,,1479,91.15480042,6.62251997,4.886559963,21.58889961,4.545450211,0,0,0
4865,5.3067E+11,3.829999924,92.52999878,29.29999924,59792,4.459459782,258400,1208,1981,77.14289856,10.0916996,13.69859982,23.33329964,0,0,0,0
4866,5.3067E+11,2.529999971,97.30999756,24.77000046,94353,,273100,1375,1838,76.854599,4.721030235,0,45.98070145,4.451039791,0,0,0
4867,5.3067E+11,3.309999943,90.01000214,29.46999931,69934,3.407890081,317900,1430,1719,68.29499817,9.861929893,0,46.37680054,0,2.873559952,0,1.819919944
4868,5.3067E+11,0.389999986,97.66999817,49.11000061,83095,4.217400074,316400,890,1900,93.19529724,6.237010002,1.982380033,7.692309856,0,0,0,0
4869,5.3067E+11,0,67.48999786,24.53000069,,,246300,1209,1222,77.28399658,8.137720108,0,55.85589981,0,0,0,3.950619936
4870,5.3067E+11,1.389999986,94.19999695,39.11999893,115156,,475900,1198,2394,70.3927002,1.406800032,0,11.02659988,0,0,0,1.359519958
4871,5.3067E+11,2.880000114,92.79000092,47.99000168,111823,3.729700089,484800,,2509,94.55339813,4.754600048,2.762429953,11.53849983,6.971680164,5.228759766,5.228759766,5.228759766
4872,5.3067E+11,0,98.87999725,52.09000015,99028,3.442019939,324200,790,1733,85.37480164,0,0,65.89150238,2.010970116,0,0,0.914076984
4873,5.3067E+11,0,91.94000244,24.20999908,94769,2.774940014,291600,1543,1870,65.75650024,5.70720005,0,14.93980026,1.934020042,0,1.934020042,3.640500069
